,location,total_sqft,bath,balcony,price,bedrooms
2045,Bangalore,2049.43,4,2,286.84,2
2046,Ahmedabad,1217.8,3,2,443.63,2
2047,Kolkata,3115.39,4,1,459.12,2
2050,Ahmedabad,3487.41,4,0,426.78,4
2051,Kolkata,1484.45,2,0,441.36,2
2052,Bangalore,2401.75,4,0,213.33,2
2053,Ahmedabad,1233.31,3,0,295.36,1
2054,Kolkata,2612.69,3,0,310.42,1
2056,Ahmedabad,4314.22,2,3,168.97,1
2057,Delhi,2472.06,1,3,483.45,1
2058,Mumbai,1588.99,3,0,383.55,4
2059,Kolkata,3797.14,3,1,70.19,4
2060,Kolkata,432.82,3,2,79.16,1
2061,Hyderabad,1754.41,4,0,260.03,1
2062,Delhi,908.32,2,0,428.02,1
2063,Kolkata,2176.03,2,0,157.72,2
2064,Hyderabad,2681.83,4,2,286.41,1
2065,Mumbai,4661.81,2,1,357.25,4
2066,Chennai,4588.53,4,1,495.21,1
2067,Bangalore,2247.27,4,2,251.01,1
2068,Mumbai,707.26,4,2,120.11,1
2069,Chennai,3961.07,3,2,336.78,1
2070,Ahmedabad,4091.09,4,1,98.35,2
2071,Delhi,3138.81,3,1,209.65,1
2072,Hyderabad,2019.98,4,1,336.31,1
2073,Kolkata,1661.31,2,1,471.92,2
2074,Ahmedabad,3388.71,4,2,221.27,4
2075,Kolkata,2083.94,1,0,152.76,3
2076,Bangalore,1769.44,2,0,127.76,4
2077,Hyderabad,657.69,1,3,81.18,2
2078,Delhi,2648.42,1,2,132.76,1
2079,Ahmedabad,3233.25,2,2,259.44,2
2080,Delhi,2799.21,2,1,105.84,1
2081,Mumbai,1948.41,3,3,46.81,2
2082,Delhi,2176.74,1,0,260.81,1
2083,Bangalore,4971.22,3,2,187.66,2
2084,Chennai,2501.32,3,1,246.94,1
2085,Kolkata,3303.04,3,0,399.07,2
2086,Ahmedabad,2746.84,3,2,390.63,4
2087,Ahmedabad,2235.31,1,3,453.13,2
2088,Chennai,2182.51,3,3,387.84,4
2089,Chennai,2410.89,3,2,37.7,1
2090,Hyderabad,2866.1,4,1,363.13,1
2091,Bangalore,4509.29,4,0,62.83,1
2092,Chennai,370.61,4,3,53.96,1
2093,Hyderabad,1374.08,4,2,161.4,2
2094,Ahmedabad,3405.07,4,2,72.8,1
2095,Ahmedabad,4695.88,4,0,256.81,2
2096,Bangalore,3669.77,2,3,233.67,1
2097,Pune,2666.62,4,0,148.72,2
2098,Bangalore,1918.37,2,0,262.88,3
2099,Ahmedabad,3559.82,1,0,495.95,2
2100,Kolkata,1571.33,2,3,154.39,3
2101,Kolkata,1508.58,2,3,405.91,2
2102,Mumbai,3916.1,2,2,48.52,1
2103,Chennai,4606.93,1,1,239.97,4
2105,Delhi,1815.68,1,1,120.5,2
2106,Hyderabad,4565.54,3,1,449.71,2
2107,Delhi,1026.55,2,0,270.46,1
2109,Delhi,4952.11,1,3,136.68,2
2110,Kolkata,4355.22,1,1,462.22,2
2111,Pune,3159.59,1,3,454.74,2
2112,Hyderabad,4272.85,1,3,178.55,1
2113,Ahmedabad,4866.06,2,0,191.84,1
2114,Chennai,1308.14,2,0,338.58,1
2115,Hyderabad,2230.08,1,1,463.69,1
2116,Delhi,717.68,1,0,259.03,2
2117,Mumbai,2495.3,4,2,36.47,2
2119,Pune,3288.03,2,1,222.2,2
2120,Pune,1351.97,1,1,266.9,1
2121,Ahmedabad,3261.89,1,2,419.15,1
2122,Pune,3508.83,1,2,67.17,4
2123,Delhi,2026.88,3,3,263.22,3
2125,Mumbai,3226.63,3,1,98.91,4
2126,Ahmedabad,3574.4,1,1,310.13,1
2127,Mumbai,3566.11,3,2,202.36,2
2128,Delhi,3308.81,4,1,61.94,1
2129,Kolkata,3907.08,4,2,324.87,3
2130,Delhi,3180.0,4,0,495.31,3
2131,Kolkata,3568.88,4,1,139.95,1
2132,Ahmedabad,1350.81,3,2,18.96,2
2133,Kolkata,1360.72,2,3,358.4,4
2134,Mumbai,4485.17,4,0,413.63,4
2136,Hyderabad,1147.48,2,1,158.63,3
2137,Mumbai,3820.02,4,2,55.74,3
2138,Kolkata,1469.29,2,2,139.15,2
2139,Kolkata,4605.6,3,3,314.29,2
2140,Mumbai,1959.23,2,0,32.23,2
2141,Kolkata,4880.83,3,2,327.74,3
2142,Bangalore,2966.73,3,2,189.4,3
2143,Bangalore,4141.75,3,3,259.68,1
2144,Chennai,4720.11,3,0,470.66,4
2145,Mumbai,1289.55,1,3,237.51,4
2146,Chennai,4632.98,1,1,437.29,3
2147,Ahmedabad,2294.47,2,2,218.68,2
2148,Bangalore,1752.61,3,3,319.71,3
2149,Chennai,1080.02,2,3,370.1,1
2150,Ahmedabad,1016.03,4,0,207.33,1
2151,Bangalore,4071.5,2,2,355.33,2
2152,Bangalore,1711.56,3,2,49.4,3
2153,Mumbai,4575.03,2,0,476.23,1
2154,Mumbai,2856.96,2,2,213.79,4
2155,Chennai,3396.37,3,2,262.52,2
2156,Mumbai,2614.16,1,1,457.88,1
2157,Mumbai,4339.65,4,3,104.16,4
2158,Delhi,3081.41,4,1,449.63,1
2159,Chennai,4285.43,2,2,130.05,1
2160,Mumbai,2734.06,4,3,74.21,2
2161,Mumbai,641.88,2,3,257.74,2
2163,Pune,1149.95,1,2,317.43,1
2164,Delhi,1401.9,3,3,221.48,1
2165,Delhi,2516.23,3,3,333.85,1
2166,Chennai,1555.99,2,0,456.89,3
2167,Kolkata,419.12,4,1,215.76,1
2168,Hyderabad,1882.78,4,3,170.66,2
2169,Pune,4868.25,4,1,334.88,3
2170,Mumbai,3168.88,4,0,348.15,2
2171,Kolkata,4783.08,4,0,132.61,2
2172,Delhi,3548.02,1,1,439.36,4
2173,Bangalore,4437.59,2,3,327.52,4
2174,Pune,1944.71,2,3,374.85,3
2176,Pune,2492.64,2,0,458.27,2
2177,Delhi,4788.74,2,3,471.24,3
2179,Pune,2190.81,1,2,370.26,2
2180,Delhi,425.85,2,2,343.09,1
2181,Hyderabad,4027.14,2,0,369.48,2
2182,Delhi,2310.56,1,2,158.95,2
2183,Delhi,3173.92,1,1,226.52,1
2185,Ahmedabad,1202.33,4,3,176.14,2
2186,Bangalore,3072.54,2,3,432.56,2
2187,Bangalore,2626.57,4,3,88.16,4
2188,Bangalore,861.04,2,2,164.08,1
2189,Ahmedabad,4772.41,2,3,141.29,3
2190,Delhi,2942.41,3,1,300.74,1
2191,Ahmedabad,4407.8,1,2,306.27,3
2192,Kolkata,3117.01,2,1,494.48,1
2193,Pune,3951.83,1,1,215.27,2
2194,Mumbai,1021.6,4,0,107.59,1
2195,Bangalore,4275.44,4,0,75.3,2
2196,Delhi,4166.64,3,2,358.21,3
2197,Mumbai,2821.64,1,0,387.16,4
2198,Kolkata,3730.09,3,2,127.14,2
2199,Bangalore,4165.71,4,3,411.42,1
2200,Pune,2258.62,1,3,237.96,2
2201,Mumbai,2709.74,3,1,401.4,1
2202,Bangalore,3753.19,3,3,369.9,2
2203,Pune,4937.35,3,2,190.89,1
2206,Mumbai,2152.21,4,0,167.92,3
2207,Delhi,4356.72,4,1,122.02,1
2208,Delhi,3284.68,1,0,451.58,1
2209,Bangalore,3795.39,3,3,438.9,1
2210,Delhi,3330.7,3,2,291.73,2
2211,Chennai,2484.64,2,2,39.96,1
2212,Bangalore,4902.75,4,0,329.57,2
2213,Kolkata,3680.72,4,2,206.8,1
2214,Bangalore,3228.29,2,0,123.19,2
2215,Delhi,4304.82,2,0,174.25,2
2216,Hyderabad,3042.64,1,3,98.75,4
2217,Ahmedabad,4078.9,3,0,397.43,1
2218,Ahmedabad,3286.17,4,0,381.78,4
2219,Bangalore,4823.01,3,2,101.32,1
2220,Kolkata,687.92,1,3,107.58,2
2221,Bangalore,1203.35,1,1,78.07,2
2222,Ahmedabad,1851.4,3,2,190.54,1
2223,Pune,4765.98,3,1,311.32,1
2224,Mumbai,3514.94,4,2,458.51,3
2225,Kolkata,3668.52,3,0,125.63,1
2226,Bangalore,4285.09,4,3,283.82,3
2228,Delhi,3433.08,3,1,356.16,2
2229,Kolkata,2483.08,1,1,44.64,1
2230,Kolkata,1075.82,1,0,212.84,1
2231,Bangalore,3628.03,3,2,468.49,2
2232,Kolkata,2124.99,3,3,117.91,1
2234,Pune,2058.71,1,1,434.86,1
2235,Bangalore,638.47,4,3,172.55,2
2236,Chennai,2794.24,2,2,175.53,1
2237,Bangalore,4946.12,4,0,243.75,2
2239,Mumbai,1892.47,4,1,119.47,3
2240,Ahmedabad,1380.34,2,2,365.96,1
2241,Chennai,1337.3,2,1,340.12,3
2242,Pune,3481.33,4,3,166.78,2
2243,Delhi,1075.1,2,0,179.87,3
2244,Ahmedabad,3240.52,4,1,139.8,2
2245,Hyderabad,3777.6,2,0,461.41,1
2246,Kolkata,4690.61,2,0,156.34,2
2247,Bangalore,4205.86,4,3,104.65,1
2248,Delhi,4891.1,3,0,135.99,1
2249,Bangalore,1777.87,3,3,408.06,1
2250,Ahmedabad,2713.95,3,0,205.17,4
2251,Mumbai,2814.49,4,1,279.11,1
2252,Bangalore,1863.82,3,0,392.36,2
2253,Pune,3226.98,1,3,254.68,3
2254,Mumbai,4408.27,4,1,292.08,1
2256,Ahmedabad,3609.56,1,3,173.77,1
2257,Pune,2784.18,4,2,268.64,4
2258,Mumbai,1959.88,2,1,94.34,1
2259,Chennai,4863.2,1,1,159.78,1
2260,Kolkata,4700.14,2,3,294.2,1
2262,Ahmedabad,1945.05,4,1,399.19,1
2263,Ahmedabad,2918.68,1,2,306.7,1
2264,Pune,4577.79,2,1,356.51,2
2267,Kolkata,4399.56,1,3,473.53,2
2268,Kolkata,4015.17,2,3,197.13,3
2269,Chennai,405.29,2,1,231.44,1
2270,Ahmedabad,3310.32,3,3,173.34,1
2271,Pune,1944.81,2,3,39.12,3
2272,Delhi,3262.11,4,2,420.36,2
2273,Hyderabad,875.16,1,3,386.36,2
2274,Hyderabad,1854.14,1,2,367.05,1
2275,Pune,2956.23,4,0,217.43,2
2276,Ahmedabad,2561.55,4,2,87.6,3
2277,Kolkata,4616.23,3,3,278.63,2
2278,Kolkata,3479.98,4,2,294.13,3
2279,Kolkata,1672.1,4,3,256.87,2
2280,Kolkata,4908.24,4,0,61.2,2
2281,Ahmedabad,4988.74,1,2,125.8,4
2282,Pune,1429.19,2,3,447.01,2
2283,Bangalore,2462.66,2,1,138.11,2
2284,Chennai,4436.86,3,1,179.59,1
2286,Delhi,4898.24,4,3,56.35,2
2287,Kolkata,521.51,4,1,207.95,1
2288,Pune,3688.38,1,3,387.79,4
2289,Hyderabad,2824.55,2,1,379.94,2
2290,Ahmedabad,1906.92,3,3,333.15,1
2291,Mumbai,1374.89,4,1,13.75,1
2292,Mumbai,4457.96,4,0,334.61,1
2293,Bangalore,2040.61,4,3,85.25,2
2294,Chennai,1736.04,2,3,260.3,4
2295,Pune,3370.23,2,1,420.63,2
2296,Chennai,1946.41,4,2,356.11,1
2297,Ahmedabad,2777.71,3,0,193.11,2
2298,Bangalore,2823.63,1,3,56.67,2
2299,Ahmedabad,4116.08,2,1,457.56,1
2300,Bangalore,2019.06,4,1,160.96,3
2301,Bangalore,2334.22,1,3,78.41,4
2302,Kolkata,2755.66,3,0,464.98,4
2304,Mumbai,2149.51,1,0,95.31,4
2305,Bangalore,4420.49,3,0,374.84,2
2306,Pune,1973.0,1,1,30.52,1
2307,Kolkata,3068.83,2,3,383.78,2
2309,Ahmedabad,3956.89,1,2,341.39,2
2310,Bangalore,2570.03,3,1,341.78,2
2311,Kolkata,4740.76,4,1,448.22,1
2312,Chennai,2229.48,2,0,41.48,2
2313,Hyderabad,3837.57,4,0,349.37,3
2314,Hyderabad,3049.3,4,1,52.59,4
2315,Chennai,2172.06,2,0,162.79,4
2316,Hyderabad,3263.07,3,1,251.81,2
2318,Pune,2362.93,4,0,51.14,4
2319,Kolkata,4105.31,2,0,499.1,1
2320,Hyderabad,3635.49,4,3,463.65,1
2321,Kolkata,1111.35,3,2,50.13,1
2323,Ahmedabad,3668.33,3,1,86.46,1
2324,Mumbai,1250.45,4,3,234.52,3
2325,Hyderabad,4161.89,3,0,313.17,2
2326,Chennai,4868.15,4,1,243.11,4
2327,Kolkata,4596.24,3,3,135.05,2
2328,Bangalore,3968.97,4,1,283.68,2
2329,Hyderabad,3175.31,3,0,479.07,2
2330,Pune,3191.74,1,1,48.52,1
2331,Mumbai,677.82,1,0,250.61,1
2332,Chennai,3238.06,2,0,459.62,3
2333,Mumbai,1383.03,4,0,70.34,1
2334,Ahmedabad,1153.82,4,1,144.91,2
2336,Pune,793.27,2,1,383.78,1
2337,Hyderabad,4861.93,2,3,478.22,2
2338,Pune,2203.82,2,2,389.5,4
2340,Hyderabad,4838.72,3,1,301.53,1
2341,Mumbai,3358.0,1,3,366.08,3
2342,Ahmedabad,1641.28,2,3,167.89,2
2344,Mumbai,2395.95,4,1,170.83,4
2345,Mumbai,3962.43,1,1,335.67,4
2346,Pune,2793.14,1,2,368.5,1
2347,Mumbai,980.43,3,3,139.48,1
2348,Ahmedabad,2675.12,1,2,448.65,1
2349,Pune,628.75,1,2,499.0,1
2350,Chennai,2334.51,3,0,319.94,2
2351,Hyderabad,4594.85,1,0,426.81,4
2352,Hyderabad,4657.02,2,0,62.02,3
2353,Ahmedabad,3611.51,3,2,342.11,1
2354,Delhi,4753.08,3,2,238.53,2
2355,Delhi,1009.62,2,0,343.24,2
2356,Chennai,4783.18,3,3,92.41,1
2357,Delhi,4690.04,2,0,289.6,1
2358,Delhi,818.53,2,1,64.67,2
2359,Kolkata,4555.7,2,2,419.42,1
2360,Kolkata,923.61,3,2,346.45,2
2361,Delhi,1930.01,3,2,109.99,1
2363,Mumbai,2919.03,3,2,155.63,1
2364,Hyderabad,2477.26,3,2,221.01,1
2365,Pune,590.02,3,0,90.58,1
2366,Kolkata,458.45,3,1,406.61,1
2367,Chennai,2912.16,2,1,49.19,2
2368,Chennai,2212.04,4,2,355.64,1
2369,Hyderabad,2049.15,3,3,179.38,2
2370,Bangalore,1485.8,2,3,151.24,1
2372,Mumbai,4959.93,2,0,73.3,1
2373,Delhi,4492.7,1,2,131.13,1
2374,Chennai,4419.04,3,1,480.58,1
2375,Hyderabad,3739.03,2,1,350.7,2
2376,Hyderabad,745.48,2,1,239.13,1
2377,Chennai,1918.55,1,1,340.35,1
2378,Hyderabad,2326.92,2,2,92.46,1
2379,Ahmedabad,3135.19,1,2,321.95,1
2380,Ahmedabad,1473.06,1,2,68.89,2
2381,Hyderabad,2259.44,1,0,253.51,1
2382,Kolkata,3730.67,2,1,394.77,2
2383,Ahmedabad,1317.09,2,3,449.83,3
2384,Hyderabad,4084.3,3,3,297.05,2
2386,Pune,2557.05,3,2,292.36,2
2387,Mumbai,2266.29,3,0,429.12,1
2388,Delhi,2488.41,1,2,310.43,1
2390,Hyderabad,1228.4,2,0,178.24,1
2391,Delhi,3105.84,4,0,203.66,4
2392,Ahmedabad,1481.51,3,2,221.78,2
2394,Bangalore,3981.84,3,3,43.27,2
2395,Pune,1416.93,2,2,346.53,4
2396,Chennai,968.03,2,1,284.54,1
2397,Pune,4743.87,4,2,297.09,1
2398,Pune,1398.44,1,2,382.67,2
2399,Hyderabad,1017.5,1,2,483.74,3
2401,Chennai,876.24,2,2,13.59,1
2402,Delhi,4212.76,3,3,256.03,4
2403,Hyderabad,4900.9,1,0,406.52,4
2404,Hyderabad,1709.02,4,3,378.31,3
2406,Hyderabad,4581.27,1,2,432.52,2
2407,Chennai,1329.35,4,1,15.3,2
2408,Ahmedabad,2701.2,4,3,323.15,3
2409,Kolkata,635.3,1,0,93.28,2
2410,Chennai,1952.66,1,3,244.51,2
2411,Hyderabad,4682.55,4,3,392.35,1
2413,Delhi,4148.42,2,1,159.12,2
2414,Bangalore,1355.6,2,3,461.88,2
2415,Pune,2316.83,4,3,282.2,1
2416,Bangalore,2587.0,3,3,459.1,2
2417,Chennai,3788.27,4,3,407.75,3
2418,Kolkata,2833.01,4,1,462.5,1
2419,Mumbai,2134.61,3,2,297.86,3
2420,Delhi,1109.66,2,3,455.17,1
2421,Kolkata,1875.33,1,3,45.28,2
2422,Delhi,2037.17,1,1,457.92,4
2423,Pune,2061.02,2,2,61.45,2
2425,Bangalore,2635.15,2,3,188.96,2
2426,Pune,2533.78,1,1,488.86,3
2427,Kolkata,3637.46,2,3,94.56,1
2428,Bangalore,4814.12,4,1,199.61,2
2429,Delhi,3678.28,4,2,386.67,4
2430,Pune,1141.62,1,2,220.14,3
2431,Bangalore,3764.93,2,1,203.1,2
2433,Ahmedabad,3118.58,1,0,458.5,1
2434,Hyderabad,909.99,2,2,391.04,1
2435,Bangalore,3243.4,4,3,201.19,4
2436,Bangalore,506.23,3,1,446.77,1
2437,Chennai,1951.22,4,2,234.36,4
2438,Mumbai,4593.71,3,0,472.34,2
2439,Hyderabad,3999.56,1,0,394.46,2
2440,Delhi,4410.26,2,2,359.76,1
2441,Pune,4958.77,1,0,247.92,1
2442,Chennai,1790.65,2,0,410.96,3
2443,Hyderabad,2830.17,2,0,206.16,1
2445,Chennai,4177.21,3,0,116.59,1
2446,Delhi,4915.82,4,2,354.14,3
2447,Mumbai,3699.07,1,1,262.61,2
2448,Bangalore,1827.86,2,0,484.27,1
2450,Ahmedabad,2668.9,4,2,349.24,2
2451,Ahmedabad,3961.53,3,0,351.4,3
2452,Pune,3612.24,1,2,340.44,4
2453,Bangalore,3565.81,1,3,439.09,4
2454,Ahmedabad,4519.06,4,3,121.55,4
2455,Kolkata,1509.95,3,2,83.83,1
2456,Chennai,1477.3,2,1,309.79,4
2457,Delhi,2803.17,3,3,432.92,1
2458,Hyderabad,1037.23,4,3,94.9,1
2460,Bangalore,3646.99,1,1,95.21,1
2461,Pune,3683.96,3,1,471.05,3
2462,Hyderabad,1619.34,4,1,307.6,2
2463,Bangalore,2409.71,4,1,447.81,3
2464,Pune,2374.26,2,3,221.0,2
2465,Ahmedabad,1483.75,3,0,123.53,1
2466,Ahmedabad,2071.82,2,1,190.69,4
2467,Bangalore,2767.59,3,3,209.51,4
2468,Bangalore,4480.45,1,2,462.34,3
2469,Kolkata,1653.39,1,3,80.16,2
2470,Chennai,994.75,4,3,88.91,2
2471,Mumbai,1136.79,1,3,60.7,2
2473,Delhi,3428.19,2,2,216.01,4
2474,Delhi,4229.47,3,2,369.59,2
2475,Chennai,3921.24,4,0,402.02,2
2476,Chennai,3219.63,2,1,42.05,1
2477,Chennai,1396.31,2,1,239.19,1
2480,Chennai,4275.68,1,1,146.51,1
2481,Mumbai,4831.88,3,1,218.45,4
2482,Bangalore,4222.71,2,0,135.5,3
2483,Pune,872.96,3,0,452.01,2
2484,Bangalore,4130.83,2,2,372.07,4
2485,Delhi,4420.1,1,0,176.18,2
2486,Ahmedabad,4321.39,3,0,275.52,2
2487,Ahmedabad,2018.4,2,3,438.53,2
2488,Delhi,634.57,3,1,84.04,1
2489,Delhi,1623.25,4,0,365.76,4
2490,Hyderabad,2481.01,1,2,488.25,2
2491,Hyderabad,3186.87,3,2,221.51,2
2492,Bangalore,1246.89,2,3,20.7,1
2493,Ahmedabad,3493.79,4,2,283.17,1
2494,Pune,2124.85,2,3,403.71,4
2495,Delhi,1110.17,2,1,292.2,2
2496,Bangalore,1012.73,2,3,349.35,2
2497,Bangalore,4562.48,3,3,391.13,1
2498,Hyderabad,3181.3,4,1,167.4,4
2499,Delhi,4374.98,3,3,177.08,4
2500,Kolkata,2649.92,4,1,307.25,2
2501,Mumbai,3335.14,3,1,47.9,1
2503,Ahmedabad,3664.81,4,1,342.83,1
2504,Mumbai,2588.19,4,2,190.08,3
2505,Mumbai,2056.65,3,3,401.56,3
2506,Kolkata,2404.49,3,1,381.71,1
2507,Ahmedabad,4768.55,4,0,404.93,4
2508,Hyderabad,2370.55,2,0,283.5,1
2509,Mumbai,2604.3,3,1,35.83,1
2511,Pune,838.99,2,2,56.75,1
2512,Delhi,3297.92,1,3,175.61,2
2513,Delhi,3474.43,3,3,316.03,2
2514,Pune,4099.59,4,2,238.8,1
2515,Delhi,4235.82,4,0,264.37,1
2516,Ahmedabad,3787.84,3,1,187.01,1
2517,Bangalore,1198.57,1,1,179.76,1
2519,Delhi,3194.0,1,2,260.19,1
2520,Ahmedabad,1688.52,3,3,329.53,4
2521,Chennai,4785.11,2,0,199.17,2
2522,Kolkata,4401.42,4,1,44.09,1
2523,Bangalore,2522.7,4,1,479.14,1
2524,Hyderabad,1330.01,2,1,399.57,1
2525,Chennai,4105.7,4,2,204.85,2
2527,Delhi,1220.42,1,2,40.51,2
2528,Kolkata,1899.13,4,3,67.86,2
2529,Mumbai,4998.59,4,3,309.36,1
2530,Hyderabad,1102.73,4,1,243.77,1
2531,Ahmedabad,691.62,2,2,384.49,1
2532,Ahmedabad,1620.94,1,3,486.85,2
2533,Chennai,1628.25,2,3,163.68,4
2534,Kolkata,868.08,4,0,174.1,1
2536,Hyderabad,1649.53,1,2,79.69,2
2537,Bangalore,2575.76,3,3,283.03,4
2538,Chennai,3339.99,1,3,334.8,1
2540,Ahmedabad,1034.53,1,3,270.05,3
2541,Delhi,977.56,1,1,94.39,1
2542,Delhi,4636.01,1,3,398.73,2
2543,Pune,989.74,2,1,411.55,1
2544,Delhi,1399.0,4,2,134.14,2
2546,Hyderabad,4856.03,2,0,138.28,1
2547,Kolkata,3597.3,2,2,135.12,3
2548,Bangalore,1832.58,1,0,190.3,3
2549,Chennai,4619.68,2,3,275.68,3
2550,Hyderabad,2011.22,3,3,328.44,1
2551,Bangalore,2163.67,4,1,477.74,1
2552,Chennai,1426.45,1,0,455.28,2
2553,Chennai,4475.52,3,1,298.1,1
2554,Pune,4009.44,3,1,341.69,1
2555,Kolkata,4805.48,3,0,468.88,1
2556,Chennai,2668.24,1,3,362.63,1
2557,Pune,3800.37,4,2,281.68,2
2558,Kolkata,1211.3,3,3,66.13,3
2559,Chennai,4883.74,2,2,187.35,1
2560,Kolkata,1910.49,3,2,58.81,1
2562,Ahmedabad,2741.26,1,1,388.69,2
2564,Kolkata,3146.57,1,2,79.46,1
2565,Pune,1769.45,1,3,210.73,4
2566,Bangalore,937.79,3,2,281.17,1
2567,Chennai,1450.64,3,3,329.08,1
2568,Hyderabad,2099.05,3,2,333.81,4
2569,Hyderabad,1762.75,4,2,127.57,1
2570,Chennai,2611.08,1,0,449.79,4
2571,Hyderabad,2946.25,3,2,451.01,2
2572,Mumbai,3880.47,1,2,179.98,4
2573,Hyderabad,3020.19,4,0,247.51,1
2574,Kolkata,1027.3,2,1,489.23,1
2575,Bangalore,3256.3,4,2,74.48,4
2576,Ahmedabad,3640.78,1,2,313.86,1
2578,Hyderabad,2493.55,4,0,259.88,1
2579,Kolkata,2467.12,2,1,389.85,1
2580,Mumbai,2752.83,2,1,460.14,2
2581,Hyderabad,1657.52,4,2,103.71,1
2582,Hyderabad,4338.89,1,3,493.38,4
2583,Kolkata,2810.56,4,1,308.5,2
2584,Mumbai,3634.47,1,0,127.63,2
2585,Hyderabad,1660.79,4,1,453.23,2
2586,Kolkata,2042.99,1,2,123.68,3
2588,Kolkata,3741.6,1,2,158.32,3
2590,Delhi,737.66,2,2,36.13,2
2591,Ahmedabad,2147.75,1,2,394.59,1
2592,Bangalore,2001.97,4,3,44.57,2
2593,Bangalore,2282.58,4,2,301.47,4
2594,Ahmedabad,4262.84,4,0,228.75,2
2595,Chennai,1151.52,3,0,448.85,1
2596,Hyderabad,3849.5,4,2,327.44,1
2597,Hyderabad,2488.24,4,0,349.66,1
2598,Delhi,3184.04,3,1,445.52,4
2599,Chennai,4845.62,1,0,379.79,4
2600,Hyderabad,788.01,4,0,218.25,2
2601,Bangalore,2366.34,4,2,54.67,2
2602,Pune,3954.54,4,2,225.68,2
2603,Mumbai,1749.15,3,0,363.99,4
2604,Delhi,4882.97,2,2,262.39,2
2605,Chennai,4589.28,2,3,354.25,3
2606,Mumbai,3459.93,2,0,198.01,4
2607,Kolkata,2924.6,1,1,370.13,1
2608,Delhi,3673.03,3,0,457.56,3
2609,Mumbai,2081.83,1,0,304.23,1
2610,Kolkata,3460.1,1,0,103.24,1
2612,Pune,3198.94,2,3,257.58,2
2613,Delhi,4650.62,2,0,235.18,2
2614,Kolkata,3100.25,1,2,420.57,4
2615,Mumbai,4031.68,4,2,68.26,2
2616,Hyderabad,3048.96,3,1,397.92,1
2617,Mumbai,3936.9,1,1,276.07,4
2618,Mumbai,1950.62,3,0,149.91,3
2620,Pune,892.89,4,2,223.04,1
2621,Kolkata,2205.68,1,0,130.96,1
2622,Chennai,1406.24,3,1,422.74,1
2623,Bangalore,3431.54,1,1,468.05,1
2624,Pune,2210.03,1,1,53.61,3
2625,Pune,4393.89,1,2,100.28,2
2626,Delhi,3147.35,2,2,163.41,2
2627,Delhi,2219.35,1,1,329.18,2
2628,Hyderabad,3729.97,3,1,192.21,3
2629,Kolkata,2300.5,4,2,159.23,3
2630,Mumbai,3704.0,1,1,325.02,1
2631,Chennai,1757.49,3,3,22.4,2
2632,Chennai,2456.57,4,1,400.35,1
2633,Hyderabad,4207.78,3,0,348.02,2
2634,Bangalore,1355.79,1,1,350.92,1
2635,Hyderabad,2018.36,4,1,340.93,2
2636,Bangalore,3570.99,2,3,265.83,4
2637,Delhi,1223.75,4,0,287.1,2
2638,Pune,2507.01,1,2,189.25,2
2639,Ahmedabad,4110.15,1,3,111.74,4
2640,Hyderabad,3937.36,4,1,424.93,2
2641,Pune,4162.37,4,1,221.72,1
2642,Pune,4085.4,4,2,234.51,4
2643,Hyderabad,2841.15,1,1,278.73,1
2644,Ahmedabad,4042.79,4,3,86.31,2
2645,Mumbai,4563.38,1,1,227.22,1
2646,Pune,4521.1,1,3,207.9,4
2647,Ahmedabad,1222.28,4,2,253.96,2
2648,Hyderabad,1822.49,1,0,150.5,3
2649,Kolkata,3424.07,2,3,415.17,1
2650,Hyderabad,3248.15,4,1,219.92,4
2651,Ahmedabad,3545.37,3,3,375.53,1
2652,Bangalore,4251.02,3,3,89.01,4
2653,Mumbai,515.78,2,0,478.72,1
2654,Mumbai,3531.63,1,1,45.23,2
2655,Chennai,861.72,3,1,368.14,2
2656,Ahmedabad,2182.64,2,3,453.81,2
2658,Delhi,4973.71,1,0,448.0,1
2659,Mumbai,955.98,1,1,498.86,1
2660,Chennai,2490.92,4,1,271.44,2
2661,Hyderabad,1113.29,4,1,392.77,1
2662,Chennai,4038.38,3,0,366.73,3
2663,Mumbai,1228.11,3,3,413.08,1
2664,Hyderabad,2369.55,2,1,415.65,4
2666,Ahmedabad,1526.2,2,0,145.45,4
2667,Bangalore,3821.29,2,3,147.35,3
2668,Chennai,639.86,3,0,80.97,1
2669,Mumbai,1382.65,4,2,16.0,2
2670,Mumbai,1774.04,3,3,111.33,1
2671,Chennai,1086.31,4,0,356.27,2
2672,Kolkata,2882.97,4,3,38.54,3
2673,Bangalore,1414.1,3,3,418.85,1
2674,Ahmedabad,1820.49,2,1,466.55,2
2675,Ahmedabad,4910.67,4,0,462.44,2
2676,Chennai,2503.9,3,1,223.15,1
2677,Bangalore,1707.21,1,0,25.07,2
2678,Hyderabad,4094.89,1,3,272.63,1
2679,Delhi,1451.04,2,2,266.27,3
2680,Pune,3491.15,3,2,226.61,3
2682,Hyderabad,1858.31,1,0,402.15,4
2683,Chennai,2711.07,4,0,295.45,2
2684,Kolkata,2069.46,3,1,258.94,2
2685,Hyderabad,3990.75,3,3,130.61,4
2686,Delhi,2117.15,1,1,480.86,2
2687,Chennai,2762.6,3,3,381.56,1
2688,Hyderabad,2123.23,1,2,165.02,1
2689,Kolkata,1046.73,1,1,178.36,2
2690,Chennai,1599.92,2,0,83.97,1
2691,Chennai,4155.83,4,0,265.43,3
2692,Delhi,1617.79,2,3,104.45,1
